players_id;games_id;session_date;score;username;level;join_date;title;genre;release_date;tournaments_id;tournament_name;prize_pool
963;129;25/01/2025;575;christyadams;90;10/02/2025;subject;RPG;29/01/2005;46;mention;45433
1376;115;29/01/2025;105;alejandromartinez;30;18/02/2025;family;RPG;15/05/2024;40;his;53790
1079;59;31/01/2025;860;christophercook;5;16/02/2025;class;Strategy;01/08/2017;13;positive;29781
129;163;05/01/2025;136;dyergloria;40;31/01/2025;decision;RPG;11/01/2008;30;thus;56859
1555;193;23/01/2025;866;williamdunn;4;30/01/2025;prevent;Action;23/02/2003;28;drug;39386
1696;180;14/02/2025;45;toni16;80;22/01/2025;book;Action;02/04/2009;39;leader;7128
1020;263;22/02/2025;601;heatherlewis;7;29/01/2025;election;RPG;16/03/2014;14;next;99671
426;156;10/02/2025;894;turnermichael;30;06/02/2025;require;Sports;27/12/2012;33;program;85589
1854;172;09/02/2025;821;xwilson;10;10/02/2025;hand;Action;21/05/2008;21;head;54208
1843;94;06/01/2025;64;owenstheresa;9;12/02/2025;land;Action;11/08/2001;33;program;85589
351;41;27/01/2025;937;ipierce;48;18/01/2025;service;RPG;08/11/2019;36;look;74959
251;60;10/02/2025;342;gray;50;01/01/2025;which;Sports;31/07/2009;33;program;85589
70;168;07/02/2025;28;eatonvanessa;8;22/01/2025;sometimes;RPG;09/10/2018;16;spend;56163
1021;253;18/01/2025;664;perkinsjohn;67;06/01/2025;fund;Sports;26/07/2002;27;Republican;22661
310;194;09/01/2025;180;shaunryan;93;05/01/2025;finally;Sports;01/07/2006;20;father;50092
471;225;20/01/2025;206;hbutler;41;03/01/2025;nothing;Sports;26/05/2008;2;bag;51242
382;267;03/01/2025;716;jblake;42;18/02/2025;government;Action;26/12/2021;41;why;96008
1142;179;17/01/2025;734;huffmanandre;9;14/01/2025;tax;RPG;03/01/2011;50;officer;66133
1652;265;03/02/2025;711;dannyhumphrey;1;15/01/2025;role;RPG;20/02/2010;37;hour;15448
1950;133;08/01/2025;631;gbowers;8;12/01/2025;indicate;Action;24/08/2014;1;price;92322
629;178;16/01/2025;31;roberto47;86;21/01/2025;Mr;Action;29/08/2001;26;box;32166
728;185;03/02/2025;869;rickrios;13;02/01/2025;home;Strategy;10/06/2001;4;seat;86681
659;274;23/01/2025;113;matthew68;10;31/01/2025;letter;RPG;26/07/2021;13;positive;29781
1854;286;11/01/2025;682;xwilson;10;10/02/2025;old;Action;16/07/2016;3;coach;92295
69;298;01/02/2025;803;pamelapalmer;48;14/02/2025;significant;Strategy;19/06/2000;20;father;50092
1075;142;06/02/2025;93;jodispence;43;08/02/2025;town;Action;12/02/2019;43;in;67474
1961;135;08/01/2025;276;samuel31;20;20/02/2025;task;Strategy;20/08/2005;21;head;54208
199;34;17/01/2025;861;ashleyromero;16;12/01/2025;structure;Action;09/03/2002;12;central;56871
570;44;04/02/2025;604;mirandanatalie;13;11/01/2025;second;Strategy;04/03/2011;16;spend;56163
1537;79;12/02/2025;890;emilybarnes;16;02/02/2025;east;RPG;12/06/2011;36;look;74959
868;132;09/02/2025;293;lauraacosta;23;17/02/2025;that;Action;28/11/2009;34;health;25338
1713;239;12/01/2025;90;coreyrobinson;92;23/01/2025;look;Sports;09/10/2022;13;positive;29781
377;129;10/01/2025;774;amandaross;78;12/02/2025;subject;RPG;29/01/2005;46;mention;45433
1318;234;15/01/2025;203;alan73;35;03/01/2025;read;RPG;17/07/2007;47;argue;74092
1255;204;05/02/2025;284;arthur99;27;19/01/2025;family;Action;19/04/2023;3;coach;92295
425;93;08/01/2025;113;lori40;10;03/01/2025;audience;RPG;10/09/2007;23;start;85502
1432;122;12/02/2025;605;mary10;99;29/01/2025;miss;Strategy;25/09/2015;45;human;64942
704;206;17/01/2025;600;wrightphyllis;41;31/01/2025;option;Action;03/02/2003;17;film;4319
1124;281;22/02/2025;758;kelleyjeffrey;47;04/02/2025;moment;Sports;17/11/2002;29;nice;67135
1834;208;06/02/2025;693;pedwards;59;22/02/2025;nature;RPG;20/02/2020;5;government;15545
1231;235;05/01/2025;541;zquinn;89;23/01/2025;western;Action;18/04/2009;37;hour;15448
367;45;04/02/2025;921;jamie70;66;20/02/2025;smile;RPG;28/01/2018;18;form;53429
988;143;09/02/2025;645;janet71;66;27/01/2025;within;RPG;01/07/2006;18;form;53429
549;9;25/01/2025;60;xjones;60;09/01/2025;concern;Action;18/07/2016;19;modern;11238
926;259;20/02/2025;813;mark45;10;13/02/2025;skin;Sports;16/11/2012;50;officer;66133
1685;289;06/02/2025;753;robert14;54;01/01/2025;effort;Strategy;11/02/2025;42;all;42683
864;78;03/02/2025;937;brad57;34;19/01/2025;join;Sports;04/02/2013;9;they;36050
807;11;13/01/2025;125;wadelindsey;19;07/02/2025;score;Sports;12/08/2003;47;argue;74092
1967;47;07/01/2025;391;shannon81;6;25/01/2025;should;Strategy;24/07/2004;47;argue;74092
1814;84;06/02/2025;646;timothy41;90;15/01/2025;defense;Sports;01/10/2010;5;government;15545
427;181;06/02/2025;533;jerry75;11;07/02/2025;night;Sports;08/12/2022;17;film;4319
1914;88;14/01/2025;164;andersonangela;64;08/01/2025;car;Sports;31/10/2020;20;father;50092
326;143;17/01/2025;920;schultzchristina;12;03/01/2025;within;RPG;01/07/2006;18;form;53429
722;6;12/01/2025;682;sharonwallace;8;04/01/2025;teach;RPG;09/06/2003;40;his;53790
1199;118;10/02/2025;985;williamlewis;61;20/02/2025;indeed;Action;21/04/2003;18;form;53429
1852;124;05/01/2025;84;deniserogers;69;13/02/2025;town;Sports;06/07/2015;34;health;25338
279;12;08/02/2025;680;ugreen;54;13/02/2025;center;Strategy;12/07/2021;10;give;26485
326;23;02/01/2025;737;schultzchristina;12;03/01/2025;require;Sports;15/07/2018;50;officer;66133
188;22;21/02/2025;740;sanforderic;42;14/02/2025;security;Sports;01/10/2024;16;spend;56163
1325;258;03/01/2025;269;kelly56;23;01/02/2025;student;Sports;29/08/2018;18;form;53429
1899;79;04/01/2025;543;ericgibbs;99;02/02/2025;east;RPG;12/06/2011;36;look;74959
1804;182;12/01/2025;963;peggywilliams;96;18/01/2025;born;Strategy;31/07/2011;45;human;64942
402;299;30/01/2025;846;porr;55;04/01/2025;student;RPG;07/01/2005;9;they;36050
1715;6;24/01/2025;173;ffrench;5;09/01/2025;teach;RPG;09/06/2003;40;his;53790
1002;149;01/01/2025;92;wardjennifer;48;15/01/2025;among;Strategy;26/10/2009;32;there;66112
1711;255;22/01/2025;482;stephenlamb;75;08/01/2025;maybe;Sports;17/03/2022;18;form;53429
717;239;30/01/2025;680;peterspatrick;66;14/01/2025;look;Sports;09/10/2022;13;positive;29781
631;253;02/02/2025;96;blackwelltyler;43;03/01/2025;fund;Sports;26/07/2002;27;Republican;22661
1376;191;19/02/2025;187;alejandromartinez;30;18/02/2025;name;RPG;09/07/2022;11;conference;14980
1000;252;23/01/2025;896;whitetammy;57;31/01/2025;whom;Strategy;22/04/2021;29;nice;67135
453;291;07/02/2025;338;matthewcrawford;3;13/01/2025;shoulder;Action;13/07/2021;18;form;53429
1220;161;08/02/2025;510;aweaver;26;12/01/2025;man;RPG;30/11/2012;9;they;36050
586;166;09/02/2025;841;lindsaylove;44;05/01/2025;billion;Action;25/08/2004;35;live;5013
822;239;14/01/2025;912;bgarcia;50;06/01/2025;look;Sports;09/10/2022;13;positive;29781
937;127;28/01/2025;888;phillipsjeff;57;07/02/2025;author;Strategy;14/01/2024;48;everything;40183
1282;106;03/02/2025;648;agreen;53;22/02/2025;whose;Sports;01/06/2014;32;there;66112
1;258;25/01/2025;716;ehaas;44;01/01/2025;student;Sports;29/08/2018;18;form;53429
1996;175;05/02/2025;131;lindseycurry;95;31/01/2025;candidate;Sports;13/02/2004;26;box;32166
1022;10;18/01/2025;402;kjohnson;88;07/01/2025;gun;Action;31/12/2015;10;give;26485
1009;140;08/01/2025;229;tbrown;6;02/02/2025;model;Action;29/01/2011;1;price;92322
669;128;01/02/2025;928;knightrobyn;39;16/01/2025;size;Sports;12/09/2007;22;market;2539
1835;14;06/01/2025;693;laura29;87;08/02/2025;which;Action;20/01/2015;12;central;56871
1381;112;16/01/2025;453;jadams;49;09/01/2025;front;Strategy;03/06/2010;1;price;92322
1274;166;20/02/2025;35;deborahdavis;70;19/02/2025;billion;Action;25/08/2004;35;live;5013
1246;189;16/01/2025;809;csanders;96;03/01/2025;couple;RPG;14/01/2023;49;will;9902
982;237;20/02/2025;716;cdelgado;49;07/02/2025;enter;Action;11/11/2011;7;fall;61470
1269;251;16/02/2025;359;roberthicks;11;25/01/2025;whatever;Strategy;05/03/2010;48;everything;40183
1000;13;07/02/2025;76;whitetammy;57;31/01/2025;every;Strategy;12/08/2002;13;positive;29781
623;33;04/02/2025;620;vhoward;10;07/02/2025;movement;RPG;21/07/2005;31;hour;54993
411;20;28/01/2025;809;halvarez;49;22/01/2025;operation;RPG;05/06/2001;24;all;41547
1231;263;19/01/2025;653;zquinn;89;23/01/2025;election;RPG;16/03/2014;14;next;99671
1449;152;29/01/2025;329;smithmargaret;87;07/01/2025;daughter;Strategy;22/04/2013;36;look;74959
123;286;08/02/2025;437;charles56;23;16/02/2025;old;Action;16/07/2016;3;coach;92295
1461;267;11/02/2025;905;jacobchung;52;12/01/2025;government;Action;26/12/2021;41;why;96008
1730;28;15/01/2025;296;rebecca84;22;24/01/2025;capital;Action;26/04/2003;14;next;99671
1140;280;25/01/2025;927;ggarcia;80;16/02/2025;rather;Sports;05/02/2005;32;there;66112
1412;60;20/01/2025;562;vvega;14;30/01/2025;which;Sports;31/07/2009;33;program;85589
1696;54;04/02/2025;999;toni16;80;22/01/2025;smile;Strategy;30/01/2002;8;nice;5582
1411;255;04/02/2025;626;ccooper;12;15/01/2025;maybe;Sports;17/03/2022;18;form;53429
576;197;16/01/2025;828;clayton36;37;31/01/2025;perhaps;RPG;08/01/2000;40;his;53790
143;27;09/02/2025;510;jenniferfinley;56;04/02/2025;guy;Action;06/06/2006;13;positive;29781
731;52;07/02/2025;883;kimberlyolson;72;28/01/2025;environmental;RPG;03/10/2022;19;modern;11238
1463;14;21/01/2025;761;dsosa;14;30/01/2025;which;Action;20/01/2015;12;central;56871
1104;34;19/01/2025;274;gberger;1;22/01/2025;structure;Action;09/03/2002;12;central;56871
1637;266;04/02/2025;135;carmenmiller;2;01/02/2025;politics;Sports;15/11/2016;45;human;64942
393;290;03/02/2025;191;castroapril;81;17/02/2025;network;Strategy;10/04/2012;14;next;99671
798;13;13/01/2025;864;ojohnson;73;02/01/2025;every;Strategy;12/08/2002;13;positive;29781
1032;276;10/01/2025;93;christina19;82;01/02/2025;rule;Action;21/01/2025;11;conference;14980
965;250;13/02/2025;769;jennifercohen;54;12/01/2025;establish;Sports;12/04/2002;19;modern;11238
792;29;11/01/2025;568;morrisonnicole;51;03/02/2025;traditional;Strategy;23/08/2018;12;central;56871
214;151;01/02/2025;700;brittany05;63;07/01/2025;responsibility;Action;02/04/2003;18;form;53429
1992;123;07/02/2025;210;kimberlyadams;17;07/01/2025;impact;Sports;23/03/2015;10;give;26485
1451;187;04/02/2025;255;tayloremily;17;28/01/2025;director;Action;27/11/2012;10;give;26485
677;208;10/01/2025;44;wdean;68;20/02/2025;nature;RPG;20/02/2020;5;government;15545
1274;141;18/01/2025;659;deborahdavis;70;19/02/2025;lead;RPG;24/03/2023;30;thus;56859
73;289;13/02/2025;736;benderjill;44;26/01/2025;effort;Strategy;11/02/2025;42;all;42683
1577;173;19/01/2025;170;charlesdawson;99;08/01/2025;girl;Strategy;13/11/2006;2;bag;51242
225;268;03/02/2025;291;pwade;33;28/01/2025;whole;Strategy;04/04/2012;19;modern;11238
1852;257;08/01/2025;807;deniserogers;69;13/02/2025;peace;Strategy;29/06/2017;40;his;53790
1314;152;29/01/2025;541;tinasanchez;50;30/01/2025;daughter;Strategy;22/04/2013;36;look;74959
1160;55;10/02/2025;570;samantha87;84;08/02/2025;blood;Strategy;06/03/2006;20;father;50092
899;266;23/01/2025;497;willie00;10;31/01/2025;politics;Sports;15/11/2016;45;human;64942
217;53;13/01/2025;454;susan77;53;28/01/2025;most;Sports;30/12/2019;28;drug;39386
647;284;17/01/2025;945;paigestevenson;47;22/02/2025;itself;Action;18/03/2004;22;market;2539
242;144;25/01/2025;760;michael24;28;29/01/2025;reach;Sports;22/02/2024;4;seat;86681
1776;272;02/01/2025;819;amber69;8;29/01/2025;anything;Action;15/12/2004;43;in;67474
1727;300;22/02/2025;296;kyliemartin;11;09/01/2025;war;Strategy;17/09/2017;50;officer;66133
653;239;09/02/2025;754;zfleming;26;15/02/2025;look;Sports;09/10/2022;13;positive;29781
452;7;13/02/2025;943;psmith;59;29/01/2025;focus;RPG;31/05/2018;27;Republican;22661
17;128;18/02/2025;690;robert25;86;06/02/2025;size;Sports;12/09/2007;22;market;2539
1767;160;16/01/2025;308;justin73;81;03/02/2025;writer;Strategy;12/12/2023;36;look;74959
1097;32;08/01/2025;108;ehill;88;28/01/2025;agency;Action;03/02/2015;18;form;53429
1983;268;21/01/2025;833;mannedwin;87;19/02/2025;whole;Strategy;04/04/2012;19;modern;11238
1128;224;06/01/2025;139;xchan;97;29/01/2025;national;Strategy;01/01/2000;29;nice;67135
1149;3;20/02/2025;442;francis46;27;22/02/2025;nearly;Sports;26/07/2021;33;program;85589
1585;66;06/02/2025;65;robertsutton;3;21/02/2025;room;RPG;02/04/2012;9;they;36050
631;298;01/01/2025;883;blackwelltyler;43;03/01/2025;significant;Strategy;19/06/2000;20;father;50092
241;134;13/02/2025;348;sandersshawn;27;17/01/2025;rich;Action;08/12/2018;26;box;32166
751;140;08/01/2025;242;conleyheather;92;28/01/2025;model;Action;29/01/2011;1;price;92322
166;236;16/01/2025;470;jorgemann;38;15/02/2025;space;Strategy;03/01/2002;9;they;36050
1060;131;19/01/2025;33;elizabeth29;47;21/01/2025;evening;Sports;13/09/2012;23;start;85502
1836;289;13/02/2025;695;ericcole;67;14/02/2025;effort;Strategy;11/02/2025;42;all;42683
1338;134;15/02/2025;96;lestrada;1;02/01/2025;rich;Action;08/12/2018;26;box;32166
986;213;04/02/2025;87;justinstevenson;79;06/02/2025;particularly;Sports;27/01/2012;44;want;60836
9;128;04/02/2025;125;daniel55;91;12/01/2025;size;Sports;12/09/2007;22;market;2539
1314;231;22/01/2025;989;tinasanchez;50;30/01/2025;present;Action;22/02/2011;46;mention;45433
1957;30;02/01/2025;844;brandonedwards;28;04/01/2025;similar;Strategy;30/01/2025;42;all;42683
362;200;29/01/2025;727;qwatkins;90;09/02/2025;page;Sports;23/09/2000;23;start;85502
1334;60;24/01/2025;673;leenguyen;16;08/01/2025;which;Sports;31/07/2009;33;program;85589
383;207;12/01/2025;128;hernandezjohn;87;09/02/2025;watch;Sports;12/09/2013;24;all;41547
37;289;15/01/2025;169;joyce38;97;05/01/2025;effort;Strategy;11/02/2025;42;all;42683
1267;119;10/02/2025;831;escobardarrell;41;11/01/2025;condition;Strategy;15/09/2019;13;positive;29781
1827;252;14/02/2025;487;vmann;71;08/01/2025;whom;Strategy;22/04/2021;29;nice;67135
785;138;26/01/2025;554;xschmidt;21;19/01/2025;exist;Action;30/05/2005;23;start;85502
437;130;21/01/2025;732;andrew04;17;26/01/2025;factor;Action;18/02/2015;15;event;2881
1949;238;22/02/2025;196;taylorsteven;45;21/02/2025;evening;Sports;01/10/2019;45;human;64942
1414;22;17/02/2025;618;terrireyes;91;30/01/2025;security;Sports;01/10/2024;16;spend;56163
655;245;01/02/2025;486;phillipgonzalez;55;25/01/2025;analysis;Sports;29/06/2011;5;government;15545
1786;69;04/01/2025;702;julie83;38;24/01/2025;wonder;Strategy;24/06/2002;27;Republican;22661
1176;141;03/01/2025;229;ameyer;25;19/02/2025;lead;RPG;24/03/2023;30;thus;56859
1173;213;29/01/2025;756;tadams;31;12/02/2025;particularly;Sports;27/01/2012;44;want;60836
1539;280;15/02/2025;818;beardandrew;80;17/01/2025;rather;Sports;05/02/2005;32;there;66112
661;196;06/01/2025;668;taylorparker;25;17/01/2025;partner;Sports;22/08/2017;40;his;53790
1214;175;21/01/2025;923;langemily;45;01/02/2025;candidate;Sports;13/02/2004;26;box;32166
21;120;07/02/2025;700;hannah36;26;03/01/2025;the;Sports;15/08/2005;30;thus;56859
1957;184;17/01/2025;219;brandonedwards;28;04/01/2025;whatever;Action;18/07/2010;22;market;2539
1001;137;08/01/2025;856;danielle87;14;01/02/2025;nothing;Sports;08/10/2003;11;conference;14980
1619;272;14/01/2025;42;monicaboyd;44;04/02/2025;anything;Action;15/12/2004;43;in;67474
487;122;21/02/2025;541;gherrera;94;23/01/2025;miss;Strategy;25/09/2015;45;human;64942
400;206;19/02/2025;97;ellisstephanie;63;12/01/2025;option;Action;03/02/2003;17;film;4319
34;51;13/02/2025;376;jordankristina;10;08/02/2025;medical;Action;18/05/2004;31;hour;54993
678;182;09/02/2025;805;jdavis;3;15/02/2025;born;Strategy;31/07/2011;45;human;64942
816;66;17/01/2025;188;dawn26;62;29/01/2025;room;RPG;02/04/2012;9;they;36050
881;216;10/02/2025;795;melissa09;93;17/01/2025;agent;Strategy;04/03/2014;4;seat;86681
1859;80;16/02/2025;499;maxwell22;83;28/01/2025;gun;Strategy;20/09/2013;40;his;53790
181;77;08/01/2025;149;garrettjason;95;19/02/2025;quickly;Sports;25/05/2009;47;argue;74092
1692;41;14/02/2025;289;owoodward;61;03/02/2025;service;RPG;08/11/2019;36;look;74959
1343;238;03/02/2025;847;leclinton;28;08/02/2025;evening;Sports;01/10/2019;45;human;64942
1322;90;04/01/2025;404;melissaglenn;45;02/02/2025;in;Strategy;21/11/2019;39;leader;7128
1765;232;02/02/2025;746;marksmary;82;09/01/2025;page;Action;06/12/2001;40;his;53790
1784;118;09/02/2025;298;vstafford;60;16/02/2025;indeed;Action;21/04/2003;18;form;53429
40;18;29/01/2025;456;joshuacervantes;75;14/02/2025;make;Strategy;07/05/2016;32;there;66112
991;249;19/01/2025;64;bondmatthew;5;09/01/2025;more;Action;17/06/2000;40;his;53790
988;62;08/02/2025;57;janet71;66;27/01/2025;different;Action;07/11/2019;47;argue;74092
576;46;16/02/2025;529;clayton36;37;31/01/2025;season;Action;30/06/2006;15;event;2881
1910;176;16/01/2025;276;qscott;74;08/01/2025;party;RPG;18/05/2005;28;drug;39386
1283;269;16/02/2025;853;david78;51;09/01/2025;return;Action;25/12/2002;8;nice;5582
158;197;13/02/2025;625;rwebb;45;06/02/2025;perhaps;RPG;08/01/2000;40;his;53790
1720;223;05/02/2025;293;seth46;97;10/02/2025;likely;Strategy;27/09/2002;3;coach;92295
408;106;06/02/2025;345;ozamora;92;07/02/2025;whose;Sports;01/06/2014;32;there;66112
1032;161;03/01/2025;721;christina19;82;01/02/2025;man;RPG;30/11/2012;9;they;36050
916;284;20/01/2025;537;david28;39;02/01/2025;itself;Action;18/03/2004;22;market;2539
484;84;17/02/2025;368;fmeyer;70;03/02/2025;defense;Sports;01/10/2010;5;government;15545
1869;118;03/01/2025;212;christopher74;30;20/01/2025;indeed;Action;21/04/2003;18;form;53429
1697;162;14/02/2025;982;ykelley;22;08/02/2025;peace;Action;10/05/2002;24;all;41547
497;91;22/02/2025;967;mwheeler;73;17/01/2025;never;RPG;05/01/2024;23;start;85502
1244;150;14/01/2025;206;nelsonkaren;75;03/01/2025;issue;Action;17/12/2006;5;government;15545
1996;221;05/01/2025;553;lindseycurry;95;31/01/2025;way;Action;31/10/2023;8;nice;5582
453;258;16/01/2025;689;matthewcrawford;3;13/01/2025;student;Sports;29/08/2018;18;form;53429
1309;263;09/02/2025;437;joneskiara;56;09/02/2025;election;RPG;16/03/2014;14;next;99671
1200;114;14/01/2025;35;andrea25;69;05/01/2025;second;RPG;16/11/2011;4;seat;86681
949;215;21/02/2025;422;lisayoung;79;10/01/2025;meet;RPG;09/12/2011;36;look;74959
1834;60;05/02/2025;779;pedwards;59;22/02/2025;which;Sports;31/07/2009;33;program;85589
1734;98;15/02/2025;650;jennifergarcia;5;02/01/2025;soon;RPG;01/04/2012;3;coach;92295
151;87;22/02/2025;664;anitamiller;91;24/01/2025;environment;Action;23/02/2015;7;fall;61470
1839;232;29/01/2025;463;ppearson;38;21/02/2025;page;Action;06/12/2001;40;his;53790
1740;48;09/02/2025;643;bholmes;59;17/02/2025;appear;RPG;23/04/2005;32;there;66112
30;78;31/01/2025;559;taylor65;73;10/01/2025;join;Sports;04/02/2013;9;they;36050
1816;285;08/02/2025;125;susan18;94;26/01/2025;sell;Action;07/09/2000;42;all;42683
1584;272;01/01/2025;913;racheldecker;78;16/01/2025;anything;Action;15/12/2004;43;in;67474
57;11;02/02/2025;510;adam84;52;02/01/2025;score;Sports;12/08/2003;47;argue;74092
1212;283;07/01/2025;685;david07;2;12/01/2025;human;Strategy;02/11/2007;23;start;85502
739;71;03/02/2025;851;daniel98;69;03/01/2025;require;Sports;05/09/2012;48;everything;40183
1628;141;01/02/2025;964;mckinneybrittney;57;16/01/2025;lead;RPG;24/03/2023;30;thus;56859
1260;244;06/01/2025;633;ftaylor;2;24/01/2025;moment;Action;21/11/2009;49;will;9902
111;145;10/02/2025;124;juanrivera;28;30/01/2025;center;Sports;25/05/2006;7;fall;61470
1383;205;17/01/2025;249;patriciahubbard;25;17/02/2025;unit;Action;10/10/2012;2;bag;51242
101;297;30/01/2025;60;omatthews;25;09/01/2025;whole;Action;18/11/2010;41;why;96008
246;147;14/02/2025;95;mbird;78;02/02/2025;race;Strategy;25/06/2015;45;human;64942
1504;269;09/01/2025;782;christophergreene;90;05/01/2025;return;Action;25/12/2002;8;nice;5582
64;98;14/01/2025;958;brendan97;87;19/02/2025;soon;RPG;01/04/2012;3;coach;92295
1449;152;14/02/2025;620;smithmargaret;87;07/01/2025;daughter;Strategy;22/04/2013;36;look;74959
220;49;04/01/2025;789;brianlozano;33;29/01/2025;image;RPG;13/07/2020;2;bag;51242
1404;93;11/02/2025;753;hbrown;59;08/02/2025;audience;RPG;10/09/2007;23;start;85502
1756;275;12/02/2025;164;pricecarol;82;29/01/2025;mouth;Strategy;05/05/2021;45;human;64942
468;236;29/01/2025;222;mcbridesteven;36;29/01/2025;space;Strategy;03/01/2002;9;they;36050
1538;285;20/02/2025;683;saunderssusan;24;06/01/2025;sell;Action;07/09/2000;42;all;42683
637;178;21/02/2025;311;crystal68;64;15/01/2025;Mr;Action;29/08/2001;26;box;32166
1145;117;09/02/2025;627;ztran;53;22/01/2025;camera;RPG;27/05/2017;20;father;50092
444;288;13/01/2025;93;josephelizabeth;76;13/02/2025;reduce;Strategy;05/07/2021;31;hour;54993
842;98;19/01/2025;823;jennifer73;36;22/01/2025;soon;RPG;01/04/2012;3;coach;92295
1525;166;05/01/2025;427;ann35;8;28/01/2025;billion;Action;25/08/2004;35;live;5013
86;251;10/01/2025;484;clarkamanda;69;08/01/2025;whatever;Strategy;05/03/2010;48;everything;40183
345;97;10/02/2025;119;davismarc;86;04/01/2025;bring;Action;08/09/2013;29;nice;67135
1378;149;17/02/2025;222;cblankenship;68;12/02/2025;among;Strategy;26/10/2009;32;there;66112
1370;274;18/02/2025;786;daniellebrown;15;02/02/2025;letter;RPG;26/07/2021;13;positive;29781
1649;43;16/01/2025;265;nmedina;91;10/01/2025;method;RPG;24/04/2015;37;hour;15448
728;280;19/01/2025;212;rickrios;13;02/01/2025;rather;Sports;05/02/2005;32;there;66112
1754;40;30/01/2025;584;laurawolfe;22;15/02/2025;key;RPG;25/12/2018;49;will;9902
1064;193;08/01/2025;485;cherylmitchell;62;16/02/2025;prevent;Action;23/02/2003;28;drug;39386
1737;139;13/01/2025;260;brownkurt;18;22/02/2025;likely;RPG;03/08/2024;11;conference;14980
913;166;10/02/2025;415;cheryl03;53;16/02/2025;billion;Action;25/08/2004;35;live;5013
1938;208;22/02/2025;335;jwhite;63;13/01/2025;nature;RPG;20/02/2020;5;government;15545
1793;25;30/01/2025;600;xhowell;76;03/01/2025;player;Sports;11/12/2006;48;everything;40183
1637;203;01/01/2025;847;carmenmiller;2;01/02/2025;box;Sports;26/12/2019;27;Republican;22661
1478;41;13/02/2025;487;pfisher;33;05/02/2025;service;RPG;08/11/2019;36;look;74959
362;120;09/01/2025;117;qwatkins;90;09/02/2025;the;Sports;15/08/2005;30;thus;56859
482;214;14/01/2025;771;pamela91;75;03/01/2025;carry;Sports;28/08/2019;9;they;36050
458;144;06/01/2025;356;bfrank;91;23/01/2025;reach;Sports;22/02/2024;4;seat;86681
1952;282;09/01/2025;52;jjohnson;89;16/02/2025;later;RPG;24/03/2007;22;market;2539
597;73;31/01/2025;816;hardyalicia;1;15/02/2025;claim;Strategy;02/01/2022;18;form;53429
478;269;09/01/2025;773;fhill;21;13/02/2025;return;Action;25/12/2002;8;nice;5582
332;244;24/01/2025;533;janderson;26;13/01/2025;moment;Action;21/11/2009;49;will;9902
1370;57;13/01/2025;619;daniellebrown;15;02/02/2025;former;Sports;05/11/2015;24;all;41547
512;73;16/01/2025;557;wdominguez;40;20/01/2025;claim;Strategy;02/01/2022;18;form;53429
349;194;08/02/2025;863;joel08;85;21/01/2025;finally;Sports;01/07/2006;20;father;50092
790;183;27/01/2025;76;michaelstewart;95;13/02/2025;television;Action;11/08/2023;19;modern;11238
217;259;20/02/2025;956;susan77;53;28/01/2025;skin;Sports;16/11/2012;50;officer;66133
462;138;06/02/2025;713;davidsonscott;7;28/01/2025;exist;Action;30/05/2005;23;start;85502
957;299;14/01/2025;670;cindy82;86;25/01/2025;student;RPG;07/01/2005;9;they;36050
1918;24;18/02/2025;182;oedwards;25;02/01/2025;within;RPG;17/10/2013;3;coach;92295
1802;40;05/01/2025;335;williamslindsey;2;18/02/2025;key;RPG;25/12/2018;49;will;9902
89;67;13/01/2025;724;tayers;98;23/01/2025;situation;Action;17/04/2006;5;government;15545
1186;118;24/01/2025;219;karen62;41;20/02/2025;indeed;Action;21/04/2003;18;form;53429
980;78;18/02/2025;819;kleinchristine;33;25/01/2025;join;Sports;04/02/2013;9;they;36050
493;12;06/02/2025;986;hicksamber;67;05/01/2025;center;Strategy;12/07/2021;10;give;26485
365;258;14/02/2025;738;jessicafisher;45;12/02/2025;student;Sports;29/08/2018;18;form;53429
306;159;09/01/2025;18;bestkayla;46;11/02/2025;prove;RPG;31/01/2011;48;everything;40183
128;40;15/02/2025;188;brandonhanson;59;17/01/2025;key;RPG;25/12/2018;49;will;9902
1966;170;21/01/2025;566;dianesanchez;80;28/01/2025;between;RPG;19/02/2002;5;government;15545
497;129;15/02/2025;131;mwheeler;73;17/01/2025;subject;RPG;29/01/2005;46;mention;45433
1377;159;23/01/2025;990;hpark;76;29/01/2025;prove;RPG;31/01/2011;48;everything;40183
1443;220;19/02/2025;692;justinreyes;2;09/02/2025;add;Strategy;12/04/2005;12;central;56871
1887;40;18/01/2025;911;eramirez;99;26/01/2025;key;RPG;25/12/2018;49;will;9902
716;256;23/01/2025;451;sandra41;21;22/02/2025;boy;Sports;05/02/2008;2;bag;51242
1167;34;02/02/2025;487;dthompson;26;18/02/2025;structure;Action;09/03/2002;12;central;56871
600;184;03/02/2025;260;shannon61;77;10/02/2025;whatever;Action;18/07/2010;22;market;2539
1343;232;26/01/2025;227;leclinton;28;08/02/2025;page;Action;06/12/2001;40;his;53790
1043;95;05/02/2025;770;frankduran;85;18/01/2025;pick;Action;07/12/2011;46;mention;45433
1001;27;04/01/2025;2;danielle87;14;01/02/2025;guy;Action;06/06/2006;13;positive;29781
1925;46;04/02/2025;332;kimberly32;77;15/01/2025;season;Action;30/06/2006;15;event;2881
1853;209;01/02/2025;428;christopherlane;50;31/01/2025;letter;Strategy;02/02/2018;11;conference;14980
419;78;11/01/2025;354;vcameron;77;11/02/2025;join;Sports;04/02/2013;9;they;36050
